"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"May",4,"Saturday","Mazda","Urban","Tuesday","Jun",3,"Male","Married",52,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",0,621,4,700,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",3,"Friday","Mazda","Urban","Wednesday","Jun",4,"Male","Married",33,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,598,12,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",1,"Tuesday","VW","Urban","Friday","Aug",1,"Male","Married",35,"Third Party","Sedan - All Perils","Sedan","60000 to 69000",1,664,2,500,4,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","2 to 3 years","1 vehicle",1994,"All Perils"
"Mar",2,"Saturday","Pontiac","Urban","Monday","Apr",2,"Male","Married",38,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,740,5,400,1,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Apr",2,"Wednesday","Honda","Urban","Wednesday","Apr",4,"Male","Married",52,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,324,8,400,2,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",3,"Tuesday","Chevrolet","Urban","Wednesday","Jan",2,"Male","Married",31,"Policy Holder","Utility - All Perils","Utility","more than 69000",1,101,2,400,1,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Nov",4,"Thursday","Accura","Rural","Tuesday","Jan",2,"Male","Married",56,"Policy Holder","Utility - All Perils","Utility","more than 69000",1,114,10,400,2,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Sunday","Chevrolet","Urban","Tuesday","Jan",3,"Male","Single",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,241,16,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Mar",4,"Wednesday","Chevrolet","Urban","Wednesday","Apr",1,"Female","Married",35,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,41,11,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",2,"Wednesday","Pontiac","Urban","Friday","Jun",2,"Male","Single",34,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,806,15,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Mar",4,"Saturday","Honda","Urban","Monday","Mar",4,"Female","Married",73,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,461,15,400,2,"more than 30","more than 30","none","more than 7","over 65","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Monday","Chevrolet","Urban","Monday","Mar",2,"Male","Married",48,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,772,2,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Nov",1,"Thursday","Mazda","Urban","Friday","Nov",1,"Male","Married",41,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,146,6,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",2,"Thursday","Chevrolet","Urban","Friday","Sep",2,"Male","Married",32,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,604,14,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",5,"Sunday","Honda","Urban","Thursday","Feb",1,"Male","Married",31,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,851,1,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",1,"Monday","Mazda","Urban","Monday","Jan",1,"Female","Single",38,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,287,1,400,1,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Feb",1,"Friday","Chevrolet","Urban","Wednesday","Feb",2,"Male","Married",49,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,196,4,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Oct",3,"Tuesday","Saab","Urban","Wednesday","Oct",4,"Male","Married",26,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,227,5,400,2,"15 to 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","more than 8",1994,"Collision"
"Feb",1,"Friday","Pontiac","Urban","Tuesday","Feb",2,"Male","Single",30,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,531,7,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Monday","Honda","Urban","Tuesday","Jan",3,"Male","Single",19,"Third Party","Sport - Collision","Sport","more than 69000",0,251,12,400,4,"more than 30","more than 30","2 to 4","3 years","21 to 25","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",2,"Friday","Pontiac","Urban","Monday","Apr",4,"Male","Single",30,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,611,10,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jun",1,"Thursday","Honda","Urban","Friday","Jun",1,"Male","Married",49,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,832,14,400,3,"more than 30","more than 30","more than 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",2,"Saturday","Toyota","Urban","Wednesday","Jan",2,"Female","Married",60,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,292,1,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Apr",1,"Saturday","Mazda","Urban","Thursday","Nov",4,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,805,5,400,4,"8 to 15","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Nov",2,"Friday","Pontiac","Urban","Wednesday","Nov",4,"Male","Married",25,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,683,6,400,3,"more than 30","more than 30","none","2 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",2,"Tuesday","Mazda","Urban","Wednesday","Sep",2,"Male","Married",28,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,696,11,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",3,"Thursday","Chevrolet","Urban","Thursday","May",1,"Female","Married",37,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,49,10,400,1,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"May",3,"Monday","Mazda","Urban","Wednesday","May",4,"Female","Married",39,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,30,12,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",4,"Sunday","Toyota","Urban","Friday","Apr",2,"Male","Married",51,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,372,12,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Nov",3,"Tuesday","Honda","Urban","Wednesday","Dec",3,"Male","Married",29,"Third Party","Sedan - Collision","Sedan","less than 20000",0,896,16,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",3,"Monday","Honda","Urban","Thursday","Apr",3,"Male","Married",31,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,892,5,400,2,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Apr",3,"Thursday","Chevrolet","Urban","Thursday","Apr",3,"Male","Married",65,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,438,9,400,3,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jul",2,"Monday","Ford","Urban","Monday","Jul",2,"Male","Married",34,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,596,5,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jun",5,"Tuesday","Pontiac","Urban","Tuesday","Jun",5,"Male","Married",50,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,260,10,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Feb",1,"Saturday","Accura","Urban","Monday","Feb",2,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,469,1,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jun",4,"Monday","Ford","Urban","Monday","Jun",4,"Male","Married",33,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,630,2,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Nov",2,"Wednesday","Pontiac","Urban","Wednesday","Nov",3,"Male","Single",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,867,13,400,3,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Apr",3,"Monday","Mazda","Rural","Tuesday","Apr",3,"Male","Married",36,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,711,1,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",3,"Thursday","Pontiac","Rural","Friday","Feb",3,"Male","Married",30,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,513,2,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Apr",4,"Sunday","Toyota","Urban","Friday","Apr",5,"Female","Married",50,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,708,9,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Saturday","Honda","Urban","Wednesday","Jan",1,"Male","Single",0,"Policy Holder","Sedan - Collision","Sedan","more than 69000",1,318,16,400,4,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",4,"Tuesday","Pontiac","Urban","Thursday","Jan",2,"Male","Married",38,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,284,4,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Oct",1,"Monday","Honda","Urban","Monday","Oct",4,"Male","Married",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,495,13,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Sep",3,"Friday","Mazda","Urban","Friday","Sep",3,"Male","Married",45,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,25,12,400,3,"more than 30","more than 30","more than 4","more than 7","36 to 40","Yes","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Friday","Toyota","Urban","Wednesday","Feb",1,"Male","Married",49,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,902,16,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",4,"Friday","Mazda","Urban","Friday","May",4,"Male","Married",37,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,374,14,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Apr",1,"Saturday","Pontiac","Urban","Wednesday","May",1,"Male","Single",28,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,562,5,500,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","2 to 3 years","1 vehicle",1994,"Collision"
"Feb",2,"Saturday","Honda","Urban","Wednesday","Feb",3,"Male","Married",34,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,528,13,400,1,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Monday","Honda","Urban","Tuesday","Jan",2,"Male","Married",26,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,224,9,400,2,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jul",5,"Friday","Pontiac","Urban","Wednesday","Aug",1,"Male","Married",30,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,485,5,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",4,"Friday","Pontiac","Rural","Monday","May",4,"Male","Married",45,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,784,14,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Nov",1,"Sunday","Chevrolet","Urban","Monday","Nov",1,"Female","Single",31,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,383,10,400,1,"more than 30","more than 30","2 to 4","4 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",1,"Thursday","Mazda","Urban","Tuesday","Mar",2,"Male","Married",42,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,738,3,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Friday","Mazda","Urban","Tuesday","Mar",3,"Male","Married",35,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,749,11,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jul",5,"Monday","Pontiac","Urban","Tuesday","Sep",1,"Male","Married",42,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,727,4,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",4,"Thursday","Pontiac","Urban","Friday","Jan",5,"Male","Married",33,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,521,5,400,1,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jun",2,"Wednesday","Pontiac","Urban","Wednesday","Jun",3,"Male","Married",34,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,615,16,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",5,"Monday","Honda","Urban","Tuesday","Feb",1,"Male","Married",31,"Policy Holder","Sport - Collision","Sport","more than 69000",0,558,1,400,1,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",1,"Sunday","Toyota","Urban","Tuesday","Mar",2,"Female","Married",25,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,462,12,400,4,"more than 30","more than 30","none","2 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
