"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Apr",1,"Saturday","Toyota","Urban","Tuesday","Apr",1,"Male","Married",34,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,264,7,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Feb",4,"Monday","Pontiac","Urban","Monday","Aug",5,"Female","Married",51,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,265,16,400,2,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",4,"Monday","VW","Urban","Monday","Jan",1,"Male","Married",26,"Third Party","Sedan - Collision","Sedan","more than 69000",0,266,5,400,2,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",1,"Saturday","Pontiac","Urban","Saturday","Feb",2,"Male","Married",39,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,267,4,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",2,"Monday","Chevrolet","Urban","Tuesday","Feb",2,"Female","Married",30,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,268,3,400,2,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Feb",2,"Monday","Honda","Urban","Monday","Feb",3,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,269,5,400,3,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Feb",1,"Tuesday","Honda","Urban","Monday","Feb",2,"Male","Married",47,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,270,9,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",2,"Friday","Chevrolet","Urban","Wednesday","Jan",2,"Female","Married",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,271,2,400,3,"more than 30","more than 30","2 to 4","3 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",2,"Saturday","Pontiac","Urban","Monday","Jan",2,"Male","Single",31,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,272,6,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",2,"Monday","Toyota","Rural","Monday","Jan",2,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,273,7,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",2,"Sunday","Chevrolet","Urban","Wednesday","Jan",3,"Male","Married",78,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,274,11,400,1,"more than 30","more than 30","1","more than 7","over 65","No","No","External","more than 5","1 year","2 vehicles",1994,"Collision"
"Jan",2,"Sunday","Honda","Urban","Friday","Jan",3,"Male","Married",41,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,275,9,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",1,"Tuesday","Honda","Urban","Friday","Jan",3,"Male","Single",39,"Policy Holder","Sport - Collision","Sport","more than 69000",0,276,11,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jan",1,"Wednesday","Toyota","Urban","Monday","Jan",2,"Male","Married",33,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,277,10,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Thursday","Honda","Urban","Tuesday","Jan",2,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,278,16,400,2,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",2,"Monday","Pontiac","Urban","Monday","Dec",4,"Female","Married",48,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,279,1,400,4,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Dec",3,"Wednesday","Honda","Urban","Monday","Jan",1,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,280,12,400,4,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",2,"Sunday","Honda","Urban","Wednesday","Feb",1,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,281,11,400,4,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Dec",4,"Tuesday","Pontiac","Urban","Friday","Jan",4,"Male","Married",30,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,282,4,400,2,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Mar",3,"Saturday","Honda","Urban","Wednesday","Jan",2,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,283,10,400,2,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Dec",4,"Tuesday","Pontiac","Urban","Thursday","Jan",2,"Male","Married",38,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,284,4,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Dec",5,"Tuesday","Toyota","Urban","Tuesday","Jan",2,"Male","Married",28,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,285,7,400,3,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Dec",5,"Tuesday","Honda","Urban","Tuesday","Jan",1,"Male","Married",33,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,286,8,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Monday","Mazda","Urban","Monday","Jan",1,"Female","Single",38,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,287,1,400,1,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",1,"Tuesday","Honda","Urban","Friday","Jan",2,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,288,11,400,4,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","3 to 4",1994,"Liability"
"Jan",1,"Tuesday","Pontiac","Urban","Tuesday","Jan",1,"Male","Married",31,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,289,15,400,4,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jan",1,"Thursday","Chevrolet","Urban","Friday","Jan",2,"Male","Married",36,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,290,1,400,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",1,"Wednesday","Pontiac","Urban","Thursday","Jan",2,"Male","Married",27,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,291,2,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",2,"Saturday","Toyota","Urban","Wednesday","Jan",2,"Female","Married",60,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,292,1,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Sunday","Honda","Rural","Tuesday","Jan",2,"Male","Married",72,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,293,2,400,2,"more than 30","more than 30","none","7 years","over 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Sunday","Ford","Urban","Wednesday","Jan",2,"Male","Married",44,"Policy Holder","Sedan - Liability","Sport","60000 to 69000",0,294,5,400,2,"more than 30","more than 30","more than 4","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",3,"Monday","Honda","Urban","Monday","Jan",3,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,295,11,400,1,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"Jan",1,"Monday","Pontiac","Urban","Wednesday","Jan",4,"Female","Single",77,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,296,10,400,1,"more than 30","more than 30","none","6 years","over 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Tuesday","Honda","Urban","Monday","Jan",4,"Male","Single",40,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,297,15,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",5,"Wednesday","Pontiac","Urban","Wednesday","Jan",1,"Male","Single",43,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",1,298,1,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",3,"Saturday","Honda","Urban","Monday","Jan",4,"Male","Married",33,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,299,14,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",1,"Tuesday","Chevrolet","Urban","Wednesday","Mar",2,"Male","Married",36,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,300,2,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Dec",5,"Thursday","Pontiac","Urban","Monday","Jan",3,"Male","Single",21,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,301,7,400,3,"more than 30","more than 30","2 to 4","3 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",5,"Friday","Honda","Urban","Tuesday","Jan",1,"Female","Single",21,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,302,2,400,2,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",3,"Tuesday","Pontiac","Urban","Monday","Jan",5,"Male","Single",33,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,303,9,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Feb",1,"Saturday","Pontiac","Urban","Monday","Feb",3,"Male","Married",75,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,304,1,400,2,"more than 30","more than 30","2 to 4","7 years","over 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"May",2,"Sunday","Toyota","Rural","Monday","May",2,"Male","Single",34,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,305,7,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Apr",4,"Wednesday","VW","Urban","Monday","May",5,"Male","Single",31,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,306,9,400,2,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Apr",1,"Tuesday","Honda","Urban","Tuesday","Apr",1,"Male","Married",31,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,307,2,500,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","2 to 3 years","1 vehicle",1994,"Liability"
"Apr",1,"Monday","Pontiac","Rural","Monday","Apr",1,"Male","Married",47,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,308,5,400,4,"more than 30","more than 30","more than 4","6 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Dec",5,"Friday","Pontiac","Rural","Tuesday","Jan",2,"Male","Married",46,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,309,7,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","under 6 months","1 vehicle",1994,"All Perils"
"Dec",5,"Friday","Honda","Urban","Tuesday","Jan",1,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,310,6,400,3,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",1,"Monday","Honda","Urban","Monday","Oct",1,"Male","Married",35,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,311,10,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",1,"Tuesday","Pontiac","Urban","Friday","Oct",2,"Male","Married",31,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,312,11,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",2,"Friday","Mercury","Urban","Friday","Mar",2,"Female","Single",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,313,13,400,2,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Apr",1,"Wednesday","Honda","Urban","Thursday","Apr",2,"Male","Single",35,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,314,15,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",5,"Wednesday","Pontiac","Rural","Tuesday","Apr",1,"Female","Married",45,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,315,4,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",5,"Friday","Honda","Urban","Monday","Jan",2,"Male","Single",0,"Policy Holder","Utility - All Perils","Utility","more than 69000",1,316,14,400,1,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"May",4,"Thursday","Accura","Urban","Monday","Jun",2,"Male","Single",50,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,317,12,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Saturday","Honda","Urban","Wednesday","Jan",1,"Male","Single",0,"Policy Holder","Sedan - Collision","Sedan","more than 69000",1,318,16,400,4,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",4,"Thursday","Pontiac","Urban","Thursday","May",4,"Male","Married",42,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,319,14,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",4,"Sunday","Mazda","Urban","Monday","Apr",4,"Female","Single",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,320,2,400,1,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",3,"Wednesday","Ford","Urban","Thursday","Mar",3,"Male","Married",49,"Third Party","Sedan - Collision","Sedan","more than 69000",0,321,2,400,4,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Mar",1,"Wednesday","Saturn","Urban","Monday","Mar",1,"Male","Married",53,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,322,4,400,1,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Apr",3,"Thursday","Chevrolet","Urban","Thursday","Apr",3,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,323,15,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Apr",2,"Wednesday","Honda","Urban","Wednesday","Apr",4,"Male","Married",52,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,324,8,400,2,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
